race,age,engnat,gender,hand,source,country,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,race_cat,gender_cat,O,C,E,A,N,E_pct,A_pct,C_pct,N_pct,O_pct
13,24,1,1,1,1,US,4,3,4,3,4,4,4,2,2,3,2,2,1,1,3,2,2,1,3,1,5,4,5,5,5,5,4,5,4,5,2,4,4,3,3,3,4,3,2,5,4,4,5,4,3,5,4,3,5,5,Other,male,42,33,33,47,18,60,90,47,10,64
1,23,1,2,1,1,US,1,3,3,3,3,3,3,3,1,3,1,1,1,1,1,1,3,1,1,1,5,3,5,3,5,5,3,3,5,3,1,3,3,1,3,1,3,3,3,5,1,3,3,3,3,1,3,1,5,3,Mixed Race,female,26,26,26,40,12,34,54,16,1,2
3,17,1,2,1,1,US,1,1,1,1,1,4,1,1,1,1,2,2,1,1,1,1,3,4,2,1,4,3,5,5,4,3,4,4,5,3,1,1,5,2,1,5,3,2,2,3,5,5,4,5,3,4,5,5,5,4,Caucasian (European),female,45,25,13,40,18,2,54,12,10,81
6,54,1,2,1,1,CA,5,3,4,4,5,5,5,1,5,1,1,2,2,3,4,2,2,2,2,3,5,4,5,4,5,5,5,5,5,5,5,5,5,3,4,5,5,5,2,4,4,3,5,5,5,5,4,4,5,5,"Caucasian (North African, Other)",female,45,43,38,48,23,77,93,89,26,81
13,39,1,2,1,2,US,1,3,5,3,5,5,3,1,3,4,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,3,5,5,5,4,3,4,5,5,4,5,4,5,3,3,5,5,4,5,4,5,4,2,5,5,Other,female,44,41,33,47,47,60,90,83,98,75
13,24,2,2,1,1,US,3,5,4,2,5,4,4,3,4,4,2,2,2,3,5,3,4,4,4,3,1,4,5,5,4,5,5,4,5,5,4,2,4,3,2,2,5,4,3,4,4,5,3,4,4,4,3,2,4,2,Other,female,35,33,38,43,32,77,70,47,62,25
3,25,1,1,1,1,US,2,1,2,2,1,2,1,1,2,1,4,4,5,2,5,5,2,4,4,2,4,2,3,3,3,5,2,2,2,2,4,1,3,2,1,1,1,2,2,3,5,5,5,5,5,5,5,5,5,5,Caucasian (European),male,50,20,15,28,37,5,8,3,80,98
1,23,2,2,1,1,PK,2,4,2,4,4,2,4,2,4,4,2,2,2,4,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,4,2,Mixed Race,female,24,20,32,40,24,57,54,3,30,1
4,21,2,2,1,1,IN,2,5,4,1,4,5,4,4,3,4,2,2,3,3,2,3,3,2,4,3,1,5,5,5,5,4,5,4,5,1,3,3,4,3,3,2,4,5,4,4,3,2,4,4,4,5,3,2,3,4,Caucasian (Indian),female,34,35,36,40,27,71,54,57,42,20
11,42,2,2,1,5,AP,4,4,4,4,3,4,3,3,3,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,3,3,4,4,2,3,3,2,3,4,4,4,3,3,4,3,4,4,4,5,2,4,4,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,37,32,35,37,38,68,37,42,83,35
13,21,2,2,1,1,PK,3,3,4,3,2,1,1,1,4,3,5,4,2,3,5,4,4,4,4,3,1,4,4,4,2,5,1,4,5,3,4,2,2,4,3,1,3,3,4,5,3,4,3,3,5,5,5,1,3,5,Other,female,37,31,25,33,38,30,20,37,83,35
1,23,2,2,1,1,PK,2,4,4,2,4,4,4,4,4,4,2,2,2,4,2,2,2,2,2,2,4,4,4,4,4,4,4,2,4,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,Mixed Race,female,24,22,36,38,22,71,42,6,23,1
11,21,1,1,1,1,CA,2,2,3,2,2,4,2,2,3,1,2,3,1,2,2,1,2,3,2,2,2,3,3,3,2,3,3,4,2,4,4,4,4,3,2,4,5,2,4,4,2,4,4,4,4,4,3,2,5,4,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",male,36,36,23,29,20,23,10,62,16,29
3,18,1,2,1,3,US,2,3,4,4,3,5,5,3,3,3,1,1,1,1,1,1,1,2,2,2,5,5,4,5,5,5,5,5,4,4,3,2,5,3,3,2,4,5,3,3,4,4,4,5,5,5,5,3,5,4,Caucasian (European),female,44,33,35,47,13,68,90,47,2,75
3,29,1,2,1,5,US,1,1,3,2,2,2,1,2,2,1,4,4,2,2,2,4,4,4,4,4,4,4,5,3,4,2,4,4,2,2,4,2,4,5,3,4,4,5,5,4,5,5,3,5,4,4,5,2,5,4,Caucasian (European),female,42,40,17,34,34,8,23,80,70,64
6,27,1,1,1,1,US,4,4,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,4,4,4,4,4,3,5,4,4,4,4,4,5,4,4,4,4,5,4,5,5,4,2,5,4,5,4,4,4,4,"Caucasian (North African, Other)",male,41,43,47,40,48,97,54,89,98,58
3,29,1,1,1,1,US,2,2,2,1,5,3,4,2,4,2,2,5,1,2,5,3,2,2,3,2,5,4,5,4,5,2,4,4,1,3,4,5,5,4,1,5,2,2,4,4,5,5,5,5,4,5,4,5,5,4,Caucasian (European),male,47,36,27,37,27,37,37,62,42,90
1,17,2,1,1,1,US,1,1,2,1,1,1,1,1,2,1,4,1,2,4,5,5,3,5,4,2,2,1,4,1,2,3,1,5,2,3,5,5,5,5,2,5,5,4,5,4,4,5,5,5,4,2,5,5,5,3,Mixed Race,male,43,45,12,24,35,2,4,93,74,70
3,13,1,2,1,1,US,1,3,1,1,1,1,1,1,1,1,3,4,2,1,2,5,1,1,2,1,3,2,1,1,2,3,3,3,1,1,2,1,3,1,1,2,5,2,3,3,4,3,4,2,4,5,5,4,5,3,Caucasian (European),female,39,23,12,20,22,2,1,7,23,46
3,54,1,2,1,1,GB,2,2,4,3,4,4,4,3,2,3,3,3,3,2,4,4,4,5,2,3,4,4,5,4,4,4,4,4,4,3,3,4,4,4,3,5,4,4,4,4,4,4,3,4,3,4,4,4,4,3,Caucasian (European),female,37,39,31,40,33,53,54,76,66,35
3,13,1,2,1,1,AU,4,5,5,5,5,4,4,4,5,4,4,4,2,3,2,3,2,2,4,4,1,5,4,5,4,5,4,4,5,4,3,2,5,3,3,4,5,4,4,5,5,4,5,4,5,5,5,5,4,5,Caucasian (European),female,47,38,45,41,30,94,59,72,54,90
13,27,2,2,1,1,KE,1,2,4,3,3,4,2,3,4,1,2,4,1,4,2,2,1,2,2,3,5,3,4,4,2,4,3,4,4,3,3,4,5,4,3,5,5,3,5,3,1,5,1,4,3,5,5,3,4,3,Other,female,34,40,27,36,23,37,32,80,26,20
3,27,2,2,1,2,ID,4,3,4,3,4,4,5,2,4,3,4,2,3,2,2,4,2,2,2,3,4,4,4,4,2,4,3,4,4,2,3,3,4,2,3,4,3,4,2,4,5,5,5,5,4,5,5,3,4,4,Caucasian (European),female,45,32,36,35,26,71,27,42,37,81
11,26,2,2,1,1,US,1,3,1,2,4,2,1,1,4,4,2,1,1,4,4,5,2,2,2,3,3,2,5,5,2,5,2,5,4,2,3,5,4,3,3,4,3,4,3,2,5,5,4,5,3,4,4,4,3,2,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,39,34,23,35,26,23,27,52,37,46
3,25,1,2,1,1,NZ,1,2,2,1,3,4,2,1,2,1,2,3,1,1,2,2,1,3,4,1,5,4,5,5,5,5,5,5,5,4,4,1,5,1,1,1,5,4,5,5,5,5,5,5,4,5,5,5,5,4,Caucasian (European),female,48,32,19,48,20,13,93,42,16,93
3,33,1,1,1,2,AU,1,3,2,2,2,2,2,4,2,2,4,4,2,3,4,5,4,4,4,4,2,3,1,2,2,4,2,4,2,2,4,2,4,2,2,2,4,5,4,4,4,4,2,4,4,5,4,4,2,5,Caucasian (European),male,38,33,22,24,38,20,4,47,83,40
5,33,2,1,1,1,LB,3,1,2,2,2,2,2,1,1,2,2,2,3,2,2,1,4,4,2,5,4,4,4,4,4,5,4,4,5,4,4,5,2,4,3,5,5,5,4,4,3,4,4,4,4,4,4,2,5,4,Caucasian (Middle East),male,38,41,18,42,27,10,65,83,42,40
13,19,2,2,1,1,CL,3,3,4,3,3,3,4,5,5,1,3,5,1,1,4,4,4,4,4,5,2,5,5,5,5,3,5,3,5,5,3,3,5,3,2,1,3,3,2,5,5,5,4,5,3,4,5,3,5,3,Other,female,42,30,34,43,35,64,70,32,74,64
4,24,2,2,1,2,IN,1,5,1,4,1,4,2,4,1,5,5,1,5,1,4,4,4,4,5,5,5,1,5,2,4,2,4,2,1,1,1,5,1,4,2,4,2,4,1,1,1,5,1,4,2,4,2,2,1,1,Caucasian (Indian),female,23,25,28,27,38,41,7,12,83,1
1,33,2,1,1,1,ES,3,2,3,2,2,4,2,2,2,4,3,2,2,2,2,2,4,4,2,4,2,4,4,4,4,4,2,3,4,3,3,3,3,4,3,3,3,5,3,4,4,4,5,5,4,5,5,4,5,5,Mixed Race,male,46,34,26,34,27,34,23,52,42,86
3,17,1,1,1,2,BE,4,4,4,4,5,4,5,4,4,4,4,4,4,3,4,4,3,4,4,3,3,3,3,4,4,3,4,3,4,4,4,2,3,4,2,4,3,3,2,4,4,5,4,5,4,4,4,3,5,4,Caucasian (European),male,42,31,42,35,37,88,27,37,80,64
3,19,1,2,1,1,US,5,5,4,4,4,5,4,4,5,3,1,3,1,1,1,1,1,2,1,2,3,5,2,4,5,4,5,3,5,5,2,4,3,2,1,2,3,4,1,4,2,3,5,3,4,5,3,2,3,4,Caucasian (European),female,34,26,43,41,14,91,59,16,3,20
4,25,2,1,1,1,IN,1,5,1,5,1,1,1,5,5,1,5,1,1,5,5,5,1,1,1,1,1,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,5,1,1,1,5,1,1,5,5,Caucasian (Indian),male,26,18,26,30,26,34,12,1,37,2
11,27,1,2,1,1,AU,1,2,2,1,2,3,2,1,3,1,1,3,2,2,2,2,2,2,2,3,4,4,2,4,4,4,3,4,2,3,5,5,3,4,3,3,5,3,4,3,4,4,5,5,5,5,4,3,5,5,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,45,38,18,34,21,10,23,72,19,81
11,22,2,2,1,5,HK,1,4,3,2,3,4,1,1,2,2,3,2,2,2,4,4,2,3,5,3,5,5,5,4,5,4,3,4,5,5,4,5,5,4,5,5,5,5,5,4,4,5,5,5,4,5,5,3,5,5,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,46,47,23,45,30,23,80,97,54,86
9,20,2,2,1,1,MN,1,4,2,5,3,5,1,4,5,2,4,5,4,4,3,4,1,5,4,4,5,5,5,5,5,1,5,5,5,3,2,1,1,1,5,1,1,4,5,2,2,1,5,5,4,5,5,1,5,5,"North East Asian (Mongol, Tibetan, Korean Japanese, etc)",female,38,23,32,44,38,57,76,7,83,40
1,14,1,2,1,5,US,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,1,1,1,1,5,2,2,5,5,4,1,3,5,4,1,3,5,1,1,2,1,5,1,1,4,3,5,1,1,1,1,3,5,1,Mixed Race,female,25,21,10,36,17,0,32,4,8,1
13,21,2,1,1,1,IN,3,5,5,5,5,5,5,1,5,2,1,5,1,1,1,1,2,2,1,1,2,5,4,5,5,5,5,4,5,4,3,1,3,1,3,1,3,3,2,5,5,2,5,5,5,4,4,4,2,5,Other,male,41,25,41,44,16,86,76,12,6,58
11,17,1,1,1,1,US,3,2,4,1,5,4,4,1,5,2,5,5,2,3,2,2,2,3,2,2,2,5,3,4,2,4,5,4,5,4,4,2,4,3,3,2,5,2,3,4,4,2,4,3,3,5,3,5,5,4,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",male,38,32,31,38,28,53,42,42,46,40
12,30,2,1,1,2,ET,5,4,5,5,5,5,4,5,5,2,5,3,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,5,5,1,5,2,5,5,5,4,4,5,5,5,5,3,1,5,5,"West African, Bushmen, Ethiopian",male,42,38,45,49,39,94,96,72,86,64
3,26,2,2,2,2,LV,3,3,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,4,4,2,4,3,3,4,4,4,3,2,2,4,3,2,2,3,3,3,3,4,4,4,3,3,2,3,4,4,4,Caucasian (European),female,35,27,31,35,20,53,27,19,16,25
1,32,2,2,1,1,SA,1,1,5,1,1,1,1,1,1,4,5,3,5,5,5,2,5,5,5,2,1,1,5,5,5,2,1,1,5,1,5,5,1,5,1,5,1,5,3,2,5,5,5,5,5,5,4,5,1,5,Mixed Race,female,45,33,17,27,42,8,7,47,92,81
1,19,1,2,1,1,ES,3,3,1,3,5,5,5,5,5,1,1,1,3,1,1,1,1,1,5,1,3,1,1,5,4,3,1,1,5,5,3,3,5,5,2,3,5,5,1,5,5,5,5,5,5,5,5,5,5,5,Mixed Race,female,50,37,36,29,16,71,10,67,6,98
4,31,2,1,1,1,IN,1,5,3,5,2,3,3,4,2,5,4,3,2,1,4,3,3,4,4,5,1,3,5,5,5,4,4,4,5,3,4,3,3,3,2,2,3,3,3,3,3,4,4,3,5,4,5,1,3,4,Caucasian (Indian),male,36,29,33,39,33,60,48,27,66,29
3,28,1,2,1,1,GB,4,4,3,4,4,4,5,3,4,2,2,3,3,2,2,4,2,2,2,2,5,3,2,3,3,4,3,4,3,3,1,1,3,2,2,2,2,3,2,3,5,5,5,5,5,5,5,4,4,5,Caucasian (European),female,48,21,37,33,24,74,20,4,30,93
3,27,1,2,1,1,AU,3,4,4,4,5,4,3,3,4,3,4,3,3,4,4,4,4,5,4,5,4,5,4,5,5,5,4,4,5,4,4,3,3,4,4,4,3,4,4,3,5,4,4,4,4,4,4,4,4,4,Caucasian (European),female,41,36,37,45,40,74,80,62,88,58
1,26,1,2,1,1,IN,3,5,3,4,5,3,3,5,1,1,2,2,3,3,4,4,5,5,3,4,2,3,5,3,3,3,3,3,3,5,3,1,5,4,3,4,3,3,5,3,3,5,2,5,4,5,4,1,3,4,Mixed Race,female,36,34,33,33,35,60,20,52,74,29
3,20,1,2,1,2,AU,3,5,4,3,4,4,4,4,4,1,2,4,1,2,4,2,1,2,1,4,3,4,4,5,4,5,4,5,4,5,2,1,4,2,2,1,2,2,2,4,3,2,2,3,3,3,5,2,4,3,Caucasian (European),female,30,22,36,43,23,71,70,6,26,8
3,17,1,2,3,1,GB,4,3,5,2,4,2,5,1,4,4,3,5,4,5,5,5,4,5,3,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,2,2,5,1,5,5,5,5,5,5,5,5,5,4,5,Caucasian (European),female,49,38,34,50,44,64,98,72,95,96
3,40,1,1,1,1,US,4,3,4,3,3,4,3,2,3,4,4,2,2,2,5,5,4,5,4,3,4,3,3,4,5,3,4,4,4,4,3,2,3,4,4,4,2,5,4,4,3,4,4,4,4,5,4,4,4,4,Caucasian (European),male,40,35,33,38,36,60,42,57,77,52
11,21,1,2,1,1,ID,4,5,5,5,5,3,4,2,5,4,3,4,2,4,4,3,2,2,3,2,5,5,3,5,2,5,5,5,5,5,4,4,4,4,5,4,3,5,4,4,5,5,1,4,5,5,5,5,5,5,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,45,41,42,45,29,88,80,83,50,81
13,46,1,1,1,2,IN,3,5,4,3,4,5,5,4,5,2,3,5,4,2,3,4,3,4,3,4,5,5,5,4,3,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,5,Other,male,47,50,40,45,35,83,80,99,74,90
3,36,1,1,1,1,US,4,3,5,3,3,3,4,2,5,3,5,5,5,5,5,5,4,5,5,1,3,5,3,3,4,3,4,4,5,3,5,5,5,5,3,5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,Caucasian (European),male,50,45,35,37,45,68,37,93,96,98
11,16,1,1,2,1,AU,1,2,5,3,5,5,4,1,2,4,5,5,5,5,5,5,5,5,5,5,4,5,3,5,4,3,4,4,5,5,4,2,4,2,2,2,3,3,1,3,3,5,5,5,4,5,5,1,5,5,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",male,43,26,32,42,50,57,65,16,99,70
3,22,2,1,1,1,NZ,1,3,2,1,1,3,5,1,1,1,3,3,1,3,5,4,2,3,3,3,5,3,3,4,3,4,3,3,3,4,4,3,5,3,4,3,3,2,3,4,1,5,5,5,3,5,5,4,5,5,Caucasian (European),male,43,34,19,35,30,13,27,52,54,70
11,19,1,2,1,1,AU,4,5,5,3,5,5,5,5,5,5,4,4,2,3,3,5,4,4,3,4,3,5,5,2,3,1,4,3,3,4,3,2,4,4,2,2,4,3,2,3,2,5,4,3,4,4,5,2,4,3,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,36,29,47,33,36,97,20,27,77,29
13,27,1,2,1,1,GB,3,2,5,5,5,5,2,2,5,2,1,1,1,1,4,3,3,3,2,3,5,3,5,3,5,4,2,5,4,5,5,5,4,5,3,5,1,5,2,5,1,3,5,2,4,2,5,1,5,5,Other,female,33,40,36,41,22,71,59,80,23,17
6,23,1,1,1,1,KR,5,5,5,5,5,5,5,2,5,2,4,4,2,5,5,5,4,5,5,5,5,5,2,5,5,5,5,5,5,5,4,5,4,5,2,5,5,3,5,4,5,2,2,3,4,2,5,5,5,4,"Caucasian (North African, Other)",male,37,42,44,47,44,93,90,86,95,35
4,18,2,1,1,1,PK,2,4,3,2,4,2,3,3,2,2,3,2,3,3,2,3,3,2,1,2,2,4,2,3,2,3,4,4,4,2,4,3,4,3,3,3,1,3,3,4,2,4,5,4,4,4,4,2,5,4,Caucasian (Indian),male,38,31,27,30,24,37,12,37,30,40
3,24,1,1,1,1,US,1,1,1,1,1,4,1,1,1,1,1,4,1,1,4,2,2,2,2,1,1,1,1,1,1,4,1,1,1,3,1,2,5,1,1,1,4,1,4,4,4,5,5,5,4,5,1,4,5,4,Caucasian (European),male,42,24,13,15,20,2,0,10,16,64
3,26,1,1,2,1,CA,4,3,3,3,5,3,5,1,4,4,3,3,4,1,3,3,4,3,3,2,5,5,4,4,4,3,4,4,4,4,3,2,3,2,4,4,3,3,3,3,4,5,5,5,4,5,5,3,5,5,Caucasian (European),male,46,30,35,41,29,68,59,32,50,86
13,1992,2,2,1,2,PK,3,5,4,3,5,4,2,2,3,1,4,1,1,3,2,1,2,2,1,3,1,3,5,5,5,5,3,2,5,3,4,5,3,4,3,2,2,3,4,3,3,2,3,4,2,5,3,1,4,2,Other,female,29,33,32,37,20,57,37,47,16,6
3,20,1,2,1,1,AU,3,2,4,2,4,3,4,2,4,2,3,3,2,3,2,2,2,4,3,4,4,5,3,4,4,4,4,4,4,4,2,1,4,2,3,2,2,3,2,4,4,5,5,5,5,5,5,3,5,5,Caucasian (European),female,47,25,30,40,28,49,54,12,46,90
3,37,2,2,1,2,IT,3,3,3,2,4,3,5,1,2,4,4,4,4,2,4,4,5,5,5,5,5,3,5,4,5,3,3,5,5,4,4,3,5,4,3,4,5,5,3,4,3,4,4,3,3,4,5,3,4,4,Caucasian (European),female,37,40,30,42,42,49,65,80,92,35
11,18,1,1,1,1,AU,2,1,1,2,2,4,5,3,4,2,2,4,2,2,1,4,4,5,4,3,4,5,4,5,5,3,5,4,5,2,4,5,4,4,3,5,5,4,4,4,4,5,5,5,5,5,5,4,5,4,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",male,47,42,26,42,31,34,65,86,58,90
3,44,1,2,1,1,US,2,4,3,2,5,4,4,2,2,1,2,1,1,1,4,2,3,3,2,2,5,4,2,5,5,5,5,5,5,3,4,4,5,4,4,5,5,5,5,5,4,4,5,4,5,5,4,3,5,5,Caucasian (European),female,44,46,29,44,21,45,76,95,19,75
13,18,2,2,1,5,A1,1,1,1,2,1,1,1,5,1,5,5,2,5,3,1,1,2,2,1,3,3,3,5,3,1,3,2,1,4,1,1,2,1,5,3,4,5,1,1,1,1,5,1,1,1,1,1,1,4,1,Other,female,17,24,19,26,25,13,5,10,34,0
3,37,2,2,1,2,AU,4,2,4,2,5,5,2,2,2,3,2,2,2,2,3,2,2,1,2,2,4,4,4,4,4,4,5,4,5,3,4,2,4,5,1,3,3,4,2,4,4,5,4,5,5,5,5,4,4,4,Caucasian (European),female,45,32,31,41,20,53,59,42,16,81
3,21,1,2,1,1,US,4,4,5,4,5,5,5,2,5,3,4,3,2,2,3,4,3,4,4,2,4,5,2,4,4,3,4,4,4,5,3,2,5,1,4,2,3,2,3,3,4,4,4,5,4,4,5,4,4,4,Caucasian (European),female,42,28,42,39,31,88,48,23,58,64
1,26,1,2,1,1,US,1,4,1,4,2,5,1,3,3,2,1,2,1,1,2,2,2,2,2,1,4,4,3,5,4,4,4,4,5,3,3,1,5,2,2,1,3,4,4,4,5,4,5,5,5,5,4,3,5,5,Mixed Race,female,46,29,26,40,16,34,54,27,6,86
5,40,2,2,1,5,CA,3,3,4,3,3,2,3,3,4,4,4,3,4,2,4,4,4,4,4,5,2,4,5,4,3,3,4,4,4,3,4,4,4,4,5,3,3,2,4,4,4,5,4,4,5,2,5,4,3,5,Caucasian (Middle East),female,41,37,32,36,38,57,32,67,83,58
11,21,2,2,1,1,ID,1,2,4,1,4,1,4,1,4,1,1,1,1,4,1,1,1,1,1,1,1,3,2,5,2,5,2,4,5,5,3,5,5,2,5,2,2,2,4,5,4,5,5,5,5,5,5,5,5,5,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,49,35,23,34,13,23,23,57,2,96
3,18,1,1,1,5,GB,2,1,3,2,2,4,2,2,2,1,2,1,1,1,2,1,3,2,3,1,5,5,5,4,5,4,5,4,3,3,2,4,3,2,2,2,3,2,2,3,3,3,4,4,3,4,3,3,5,4,Caucasian (European),male,36,25,21,43,17,18,70,12,8,29
3,18,1,2,1,1,AU,4,5,5,4,5,5,5,3,2,4,1,3,1,3,4,2,3,5,4,3,1,4,4,5,5,5,4,5,5,5,3,1,4,1,2,1,2,5,3,5,4,5,4,4,3,3,5,4,5,4,Caucasian (European),female,41,27,42,43,29,88,70,19,50,58
4,18,2,1,1,1,BD,1,3,2,2,2,4,2,2,4,2,4,4,2,1,5,5,3,4,4,2,4,3,3,1,2,1,2,2,2,3,5,2,5,4,4,4,5,4,4,4,5,5,5,5,5,5,5,4,5,5,Caucasian (Indian),male,49,41,24,23,34,27,3,83,70,96
3,26,2,2,1,1,DE,2,5,5,5,5,5,5,4,4,5,1,1,1,2,1,1,1,1,1,2,5,5,5,5,5,4,5,5,5,4,2,3,2,3,2,2,2,3,3,3,5,3,5,3,5,5,4,5,5,5,Caucasian (European),female,45,25,45,48,12,94,93,12,1,81
11,17,2,1,1,1,AU,3,1,4,2,3,2,3,2,4,2,5,4,4,3,3,5,5,5,5,4,4,4,5,4,4,2,4,5,4,4,3,3,3,4,4,4,4,4,3,4,4,4,5,5,4,5,4,4,5,4,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",male,44,36,26,40,43,34,54,62,94,75
13,18,2,2,1,1,PH,1,3,4,3,1,1,1,1,4,1,3,4,4,4,1,1,2,2,3,1,1,3,2,3,4,5,1,3,4,3,3,3,3,3,3,2,3,4,4,1,3,3,5,5,2,5,3,1,2,2,Other,female,31,29,20,29,25,15,10,27,34,10
11,18,1,2,1,1,PH,1,1,3,4,3,2,2,2,3,1,1,2,1,4,1,3,1,1,2,2,1,4,5,3,3,3,3,3,2,3,3,3,2,3,2,1,3,3,2,3,1,1,3,4,2,2,2,2,5,3,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,25,25,22,30,18,20,12,12,10,1
13,21,2,2,1,3,PK,1,2,5,4,4,3,3,4,4,2,2,4,2,3,2,3,5,4,2,3,3,3,2,2,3,3,2,3,3,3,5,5,4,5,3,5,5,4,4,4,4,5,5,4,5,5,5,3,4,4,Other,female,44,44,32,27,30,57,7,91,54,75
3,22,1,1,3,2,US,2,2,2,2,3,1,2,5,2,2,2,3,2,3,1,2,3,2,1,4,1,2,2,1,1,2,1,2,1,2,3,3,4,2,2,2,3,3,3,3,4,4,5,4,4,5,4,5,3,5,Caucasian (European),male,43,28,23,15,23,23,0,23,26,70
3,15,1,2,1,1,AU,5,5,5,5,5,5,5,3,3,3,5,5,4,4,2,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,4,3,3,4,3,4,4,3,3,4,3,4,5,4,5,5,4,3,4,5,Caucasian (European),female,42,35,44,50,38,93,98,57,83,64
3,16,1,2,1,1,GB,4,4,3,2,4,4,2,2,3,1,3,3,2,3,3,4,4,4,3,3,4,4,3,4,4,3,3,3,2,4,4,3,4,4,1,4,3,3,3,4,5,5,5,5,4,5,5,5,4,5,Caucasian (European),female,48,33,29,34,32,45,23,47,62,93
3,24,2,2,1,2,IT,2,3,2,3,3,3,2,2,3,1,1,2,1,3,1,2,2,3,2,3,5,4,5,5,4,5,4,4,5,4,3,3,4,4,3,3,4,5,4,5,4,5,4,4,4,5,5,4,5,5,Caucasian (European),female,45,38,24,45,20,27,80,72,16,81
5,18,1,1,1,5,US,5,3,4,3,4,3,5,4,3,2,3,4,3,3,4,4,4,5,4,4,3,4,4,3,3,4,4,4,3,4,4,4,4,4,5,4,3,3,4,3,4,2,5,3,5,5,3,3,3,4,Caucasian (Middle East),male,37,38,36,36,38,71,32,72,83,35
13,22,2,2,1,2,PK,1,2,2,2,4,5,2,4,4,1,4,4,1,3,4,4,2,2,2,3,1,5,5,5,5,5,4,5,4,5,2,1,5,2,3,4,4,3,5,4,4,1,4,2,2,4,4,2,4,2,Other,female,29,33,27,44,29,37,76,47,50,6
13,32,1,1,1,5,US,5,5,5,5,5,5,5,5,5,5,5,4,5,2,3,3,5,4,3,5,4,5,4,4,3,5,5,3,4,5,5,3,5,5,4,5,5,5,5,5,4,3,4,2,5,5,5,3,4,5,Other,male,40,47,50,42,39,99,65,97,86,52
13,28,1,1,1,5,US,1,2,4,1,3,2,5,5,2,1,3,3,2,3,2,3,2,4,3,3,4,4,5,4,4,5,4,4,3,3,3,3,3,4,1,2,4,4,3,3,3,4,5,5,5,5,3,2,4,5,Other,male,41,30,26,40,28,34,54,32,46,58
3,31,1,2,1,1,AU,3,2,4,2,4,3,2,2,1,2,3,4,2,2,3,4,4,4,2,2,4,4,4,4,4,2,4,4,4,4,3,2,3,2,3,4,4,4,4,4,3,3,4,2,3,3,3,3,4,3,Caucasian (European),female,31,33,25,38,30,30,42,47,54,10
3,20,1,2,1,2,US,2,3,3,3,3,3,2,2,3,1,2,3,2,2,4,3,3,3,2,1,4,4,3,5,4,4,4,4,4,3,4,3,4,3,4,4,5,4,4,4,4,4,4,4,3,4,3,3,4,4,Caucasian (European),female,37,39,25,39,25,30,48,76,34,35
5,18,1,1,1,5,US,5,3,3,3,4,3,4,3,3,1,4,4,2,4,4,4,4,5,4,4,3,3,4,3,3,4,3,4,3,4,4,4,4,4,5,3,3,5,4,4,3,3,4,3,5,5,4,3,4,5,Caucasian (Middle East),male,39,40,32,34,39,57,23,80,86,46
7,33,1,1,1,1,AU,1,4,4,4,5,4,4,3,1,3,4,4,4,3,4,2,3,5,3,3,5,4,2,4,3,4,3,4,4,3,3,2,4,4,1,3,2,4,3,2,4,5,2,1,4,3,4,4,3,3,Indigenous Australian,male,33,28,33,36,35,60,32,23,74,17
11,21,1,1,1,1,AU,2,1,4,2,3,2,2,2,4,1,2,3,2,3,4,4,2,3,2,3,4,4,3,4,3,2,3,4,4,3,4,4,5,3,2,4,4,3,3,5,5,5,4,5,4,4,4,3,4,5,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",male,43,37,23,34,28,23,23,67,46,70
