race,age,engnat,gender,hand,source,country,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,race_cat,gender_cat,O,C,E,A,N,E_pct,A_pct,C_pct,N_pct,O_pct
13,19,1,1,1,5,US,2,3,3,1,1,2,2,5,5,1,1,1,1,1,5,1,1,1,1,1,1,1,5,5,5,5,1,5,5,4,4,2,5,5,3,1,5,3,5,3,5,5,5,5,5,5,4,4,5,5,Other,male,48,36,25,37,14,30,37,62,3,93
12,23,1,1,2,5,US,4,3,5,4,5,5,4,3,4,4,5,5,4,4,5,5,5,5,5,4,1,4,5,5,3,3,4,4,4,4,4,5,5,5,4,5,5,4,4,4,4,5,5,1,4,1,4,3,4,4,"West African, Bushmen, Ethiopian",male,35,45,41,37,47,86,37,93,98,25
3,22,1,2,3,2,CA,2,2,4,2,3,2,3,2,3,3,3,3,3,2,4,4,3,4,4,4,4,5,5,4,4,2,4,4,4,3,5,4,3,5,5,5,5,5,5,4,3,3,4,2,3,4,4,3,3,3,Caucasian (European),female,32,46,26,39,34,34,48,95,70,13
3,25,1,1,1,1,AU,2,2,3,2,4,2,2,1,2,2,3,4,2,4,4,4,3,3,3,4,2,3,3,4,4,4,3,4,4,4,2,2,3,3,2,2,4,2,4,4,4,3,4,4,4,4,5,4,4,4,Caucasian (European),male,40,28,22,35,34,20,27,23,70,52
13,29,2,2,1,5,US,3,2,2,3,4,5,3,2,3,1,1,2,1,3,5,4,1,3,2,4,5,4,5,5,5,5,5,5,5,3,3,5,4,3,4,2,3,3,3,4,2,4,4,5,1,5,3,1,5,5,Other,female,35,34,28,47,26,41,90,52,37,25
3,32,2,2,1,1,PL,1,5,2,3,4,5,3,3,5,2,2,1,1,1,1,1,2,2,1,2,5,3,3,3,4,4,4,3,5,3,4,2,4,2,3,2,4,4,3,4,5,5,5,5,4,5,5,5,5,4,Caucasian (European),female,48,32,33,37,14,60,37,42,3,93
3,20,1,2,1,2,US,2,3,3,2,1,3,1,2,4,1,2,5,3,4,5,3,5,5,5,4,4,3,5,4,4,3,4,3,4,3,4,1,3,3,2,2,3,4,3,3,4,5,3,4,3,4,5,3,4,4,Caucasian (European),female,39,28,22,37,41,20,37,23,90,46
6,31,1,2,1,5,US,3,5,5,5,5,4,4,4,4,2,3,3,3,4,4,3,4,5,3,4,5,4,4,5,4,5,5,5,5,5,4,4,4,4,3,5,5,4,4,5,5,4,4,4,5,4,4,4,4,5,"Caucasian (North African, Other)",female,43,42,41,47,36,86,90,86,77,70
3,37,1,2,1,2,NZ,4,4,4,4,4,4,4,4,2,4,3,4,4,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4,4,5,3,2,4,4,4,3,3,4,Caucasian (European),female,36,37,38,40,35,77,54,67,74,29
3,35,1,1,1,1,SG,2,2,3,3,3,4,3,3,3,3,4,3,4,3,4,4,4,4,3,3,3,3,4,3,3,2,3,3,3,3,4,3,4,5,2,4,3,4,4,4,5,5,3,5,5,4,5,4,4,4,Caucasian (European),male,44,37,29,30,36,45,12,67,77,75
3,16,1,2,1,1,US,1,3,1,1,3,4,1,4,5,1,2,1,1,1,1,1,1,1,1,1,5,3,3,5,5,4,5,5,5,4,2,2,4,2,1,1,4,2,3,3,5,4,5,4,3,4,4,3,3,4,Caucasian (European),female,39,24,24,44,11,27,76,10,0,46
4,19,1,2,1,1,US,4,5,5,5,5,5,2,4,5,3,3,3,1,3,2,4,1,2,2,4,4,2,3,3,2,3,2,2,1,4,1,3,2,2,2,4,1,3,1,2,2,4,5,2,3,1,2,1,4,5,Caucasian (Indian),female,29,21,43,26,25,91,5,4,34,6
1,23,2,2,1,5,US,3,2,3,1,3,2,3,4,3,1,1,2,1,1,1,2,1,1,2,1,4,4,5,5,3,4,3,3,4,4,4,3,4,1,1,1,4,2,5,4,3,2,5,3,4,5,3,3,4,4,Mixed Race,female,36,29,25,39,13,30,48,27,2,29
3,17,1,2,1,2,US,2,1,2,1,1,5,2,1,3,1,2,3,1,1,5,2,3,3,2,1,5,5,5,5,5,5,5,5,5,5,3,2,3,4,2,3,4,3,2,4,5,5,5,5,5,5,5,4,4,5,Caucasian (European),female,48,30,19,50,23,13,98,32,26,93
3,20,1,1,1,5,US,2,1,4,2,3,2,2,2,2,3,3,5,4,3,4,5,4,5,3,5,3,4,5,3,4,3,3,3,2,3,3,4,3,4,3,3,4,5,4,4,4,4,4,5,4,5,4,4,5,4,Caucasian (European),male,43,37,23,33,41,23,20,67,90,70
3,45,1,2,1,1,US,3,4,3,2,2,4,1,2,4,2,2,2,1,2,2,2,2,2,2,3,5,4,3,4,5,5,4,4,4,4,4,5,4,5,5,5,5,5,4,4,4,4,4,4,4,5,4,3,5,3,Caucasian (European),female,40,46,27,42,20,37,65,95,16,52
3,57,1,2,1,5,US,4,4,5,4,4,4,4,4,4,4,4,3,4,3,5,4,4,4,4,4,5,4,4,4,5,3,5,4,4,4,3,2,3,4,3,2,3,4,2,2,4,4,5,5,4,5,5,4,3,4,Caucasian (European),female,43,28,41,42,39,86,65,23,86,70
3,21,1,2,1,1,GB,3,5,4,5,2,4,3,2,4,3,2,3,2,1,1,2,1,1,1,2,5,5,2,5,5,4,5,5,5,3,4,3,4,2,1,2,3,2,3,2,1,5,2,5,2,3,4,2,5,3,Caucasian (European),female,32,26,35,44,16,68,76,16,6,13
1,16,2,2,1,1,CA,5,5,5,5,5,5,5,5,5,5,5,2,5,5,2,4,4,4,5,5,3,5,5,5,5,2,5,4,5,5,4,2,3,3,2,2,5,2,1,2,3,4,5,2,5,5,4,2,3,4,Mixed Race,female,37,26,50,44,41,99,76,16,90,35
11,13,1,2,1,1,US,1,3,2,2,4,2,3,1,1,1,2,4,2,3,2,4,3,2,2,4,5,4,3,4,4,4,2,5,4,4,4,5,5,5,5,5,5,5,4,5,4,5,5,5,4,5,5,3,5,5,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,46,48,20,39,28,15,48,98,46,86
3,41,1,2,1,2,US,4,5,5,4,5,5,5,4,5,4,4,4,2,4,5,5,5,4,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,3,4,4,5,4,5,5,Caucasian (European),female,41,50,46,49,42,96,96,99,92,58
3,17,1,2,1,5,CA,2,3,3,3,3,4,2,1,1,1,5,3,1,2,3,2,5,4,2,4,5,3,4,5,4,5,5,5,5,4,3,4,4,2,1,3,3,3,2,3,3,3,4,3,4,4,5,3,5,3,Caucasian (European),female,37,28,23,45,31,23,80,23,58,35
1,16,1,2,1,2,US,1,3,2,1,1,5,2,1,1,1,2,1,1,3,3,2,2,2,3,2,4,2,5,4,3,2,3,2,2,2,2,4,4,2,2,3,2,2,2,2,3,3,4,4,2,4,4,3,3,3,Mixed Race,female,33,25,18,29,21,10,10,12,19,17
3,40,1,2,1,1,IE,4,4,4,4,4,4,4,4,4,4,3,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Caucasian (European),female,40,36,40,40,36,83,54,62,77,52
6,21,1,1,2,5,US,3,3,5,5,4,5,4,2,4,4,4,4,2,3,4,3,4,4,3,4,2,4,5,4,3,2,4,3,2,4,5,4,5,5,4,4,3,3,4,3,4,4,4,4,4,5,4,3,4,5,"Caucasian (North African, Other)",male,41,40,39,33,35,80,20,80,74,58
3,17,1,1,2,1,GB,2,4,3,3,4,5,5,2,5,1,5,2,2,1,1,5,4,5,5,2,2,4,5,4,4,1,4,3,4,3,3,5,4,3,1,1,2,1,1,3,4,5,5,4,4,5,2,5,5,5,Caucasian (European),male,44,24,34,34,32,64,23,10,62,75
3,31,2,1,1,1,RS,1,1,2,1,3,2,2,3,5,4,2,2,3,1,1,2,2,3,1,2,5,2,5,4,5,5,3,3,4,3,5,3,4,1,1,2,3,5,3,4,2,1,5,1,3,5,4,5,4,5,Caucasian (European),male,35,31,24,39,19,27,48,37,13,25
3,21,1,1,1,2,US,3,2,4,1,3,2,4,5,3,1,3,4,2,4,4,5,4,5,5,4,5,5,5,4,4,5,5,5,4,4,5,4,4,4,3,3,3,5,3,4,4,4,3,3,4,4,5,4,5,4,Caucasian (European),male,40,38,28,46,40,41,85,72,88,52
3,20,1,1,1,1,GB,3,4,4,3,4,4,2,2,4,1,3,5,2,2,4,4,4,5,2,4,4,5,4,5,5,4,4,5,4,3,2,4,4,4,2,1,4,3,2,4,4,4,2,5,3,2,5,3,4,2,Caucasian (European),male,34,30,31,43,35,53,70,32,74,20
3,22,1,1,1,5,US,2,3,2,2,4,2,4,1,4,3,2,4,1,3,4,5,2,2,3,4,3,2,4,2,3,3,2,2,2,4,5,2,5,4,4,4,5,3,5,4,5,4,4,2,3,4,3,4,4,2,Caucasian (European),male,35,41,27,27,30,37,7,83,54,25
3,21,1,2,2,1,US,3,4,4,3,4,4,3,4,4,3,3,4,2,3,4,2,3,4,4,3,5,5,5,5,4,5,4,4,5,4,4,2,4,3,4,4,4,3,4,4,3,4,3,4,4,4,4,3,4,4,Caucasian (European),female,37,36,36,46,32,71,85,62,62,35
13,18,1,1,3,1,US,1,1,4,1,4,1,5,1,3,3,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,2,5,5,4,3,5,2,5,3,2,3,3,5,3,5,3,5,5,5,4,5,5,3,5,4,Other,male,44,36,24,41,50,27,59,62,99,75
11,25,1,2,1,1,PH,3,4,4,3,4,4,4,1,4,2,2,3,2,1,2,2,2,2,2,1,4,5,2,4,4,4,4,5,4,4,3,2,5,4,3,5,5,2,2,4,4,4,5,5,4,2,5,4,5,4,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,42,35,33,40,19,60,54,57,13,64
3,38,1,1,1,1,US,1,2,1,2,1,4,1,2,1,2,1,4,2,3,2,1,4,3,1,4,1,2,1,1,1,2,1,1,5,2,4,2,3,4,2,2,5,4,5,2,3,3,2,2,2,1,4,3,4,2,Caucasian (European),male,26,33,17,17,25,8,0,47,34,2
3,17,1,2,1,1,US,2,4,4,3,3,3,3,2,2,2,1,2,2,1,3,2,2,1,2,1,3,5,3,4,5,4,4,4,5,3,2,2,4,3,1,2,4,2,3,3,5,4,3,4,3,3,3,4,4,3,Caucasian (European),female,36,26,28,40,17,41,54,16,8,29
11,19,1,2,1,5,US,2,1,4,3,4,5,4,2,5,4,3,3,1,3,4,3,4,4,3,3,1,5,4,5,3,3,5,4,5,4,5,4,5,4,3,5,5,4,5,3,3,3,3,3,4,4,3,2,5,5,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,35,43,34,39,31,64,48,89,58,25
6,19,1,2,1,5,US,4,5,5,5,5,5,5,4,5,5,4,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,3,5,5,4,4,5,5,1,5,4,2,4,5,5,4,1,1,1,3,5,"Caucasian (North African, Other)",female,31,41,48,46,44,98,85,83,95,10
11,1996,2,2,1,5,CA,2,2,4,3,3,4,4,2,2,2,2,4,2,2,2,3,3,3,3,2,5,5,2,4,5,5,5,3,4,3,3,2,3,4,3,2,2,3,2,3,3,3,4,4,3,5,3,2,2,3,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,32,27,28,41,26,41,59,19,37,13
3,17,1,2,1,5,US,1,3,3,3,1,4,1,1,1,1,4,3,5,1,2,5,1,3,1,1,3,1,5,2,5,1,3,2,1,1,4,5,2,5,1,5,5,5,1,3,5,5,2,5,3,5,4,3,2,2,Caucasian (European),female,36,36,19,24,26,13,4,62,37,29
6,18,1,2,2,5,US,4,3,4,4,5,4,4,3,4,3,1,3,1,4,2,3,3,3,2,4,4,4,4,4,5,4,4,4,4,3,3,2,3,2,3,2,4,4,4,4,3,3,2,2,3,1,3,2,4,3,"Caucasian (North African, Other)",female,26,31,38,40,26,77,54,37,37,2
3,19,1,2,1,1,US,4,3,4,3,4,3,5,3,3,2,3,2,2,2,4,3,3,3,4,4,5,4,5,5,5,4,5,4,4,3,5,5,4,4,3,5,5,4,5,4,2,4,4,5,3,1,3,2,3,4,Caucasian (European),female,31,44,34,44,30,64,76,91,54,10
3,21,1,1,3,2,US,4,4,2,4,2,4,2,4,4,4,1,1,1,2,5,2,1,1,1,2,2,4,2,2,2,4,4,4,4,2,2,4,4,4,2,4,4,2,4,5,4,4,2,4,4,2,5,4,5,4,Caucasian (European),male,38,35,34,30,17,64,12,57,8,40
3,26,1,2,2,2,US,1,2,2,4,3,4,1,1,2,2,1,2,2,4,3,4,4,4,4,4,5,4,5,5,5,5,5,5,5,4,3,5,5,4,2,4,4,4,2,5,5,5,5,5,4,5,5,5,5,5,Caucasian (European),female,49,38,22,48,32,20,93,72,62,96
1,19,1,2,1,5,US,2,2,4,3,3,5,4,2,4,2,2,2,2,1,2,3,3,4,3,2,5,4,3,5,4,4,5,4,4,3,2,3,4,1,1,3,2,2,2,2,4,4,5,5,4,5,4,4,4,4,Mixed Race,female,43,22,31,41,24,53,59,6,30,70
3,51,1,1,2,5,CA,3,4,4,3,4,5,4,4,4,3,4,4,3,4,4,3,5,5,4,5,5,5,3,4,3,5,4,5,4,3,4,4,5,3,5,4,5,5,4,5,5,5,5,5,5,5,5,4,5,5,Caucasian (European),male,49,44,38,41,41,77,59,91,90,96
6,17,1,2,1,5,US,5,5,4,4,4,5,5,3,4,2,5,4,3,5,4,3,3,2,4,5,4,5,4,3,5,4,4,3,2,3,1,1,4,1,1,1,2,1,1,2,4,4,5,4,5,4,5,3,4,4,"Caucasian (North African, Other)",female,42,15,41,37,38,86,37,0,83,64
12,13,1,2,1,1,US,2,4,3,3,3,3,2,1,2,1,1,1,1,2,4,1,2,1,2,2,5,3,3,5,5,5,5,3,5,4,2,4,4,2,1,2,3,3,2,4,4,3,3,3,3,3,4,4,4,3,"West African, Bushmen, Ethiopian",female,34,27,24,43,17,27,70,19,8,20
13,27,1,2,1,2,US,4,5,4,4,5,5,4,3,4,3,1,1,1,3,3,3,3,5,3,3,4,5,5,5,5,5,5,5,5,5,3,3,3,5,4,5,5,3,3,4,3,3,3,3,3,2,5,3,2,3,Other,female,30,38,41,49,26,86,96,72,37,8
13,37,1,2,1,1,US,1,4,4,2,4,3,4,1,1,3,4,5,3,4,3,4,4,5,2,5,3,4,3,4,3,3,4,4,4,5,3,5,4,3,5,5,4,5,5,4,4,3,2,5,4,2,4,3,3,3,Other,female,33,43,27,37,39,37,37,89,86,17
11,22,2,2,1,1,AP,1,3,1,4,2,1,1,3,3,1,4,2,3,2,2,2,4,5,1,2,1,5,2,1,4,1,2,2,4,4,2,1,5,4,3,2,5,5,5,5,3,5,4,5,3,4,4,1,5,4,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,38,37,20,26,27,15,5,67,42,40
3,28,1,2,1,1,US,4,4,5,5,5,5,4,4,4,5,2,2,2,2,1,2,2,2,1,3,4,3,2,4,2,4,4,5,3,4,3,2,4,4,2,3,4,3,4,5,3,4,3,4,4,3,3,3,3,4,Caucasian (European),female,34,34,45,35,19,94,27,52,13,20
3,23,1,2,1,2,US,2,3,3,2,3,4,1,2,1,2,2,3,2,3,4,3,4,4,3,4,5,4,4,4,4,4,4,4,5,3,5,3,5,4,2,2,4,4,5,4,5,2,5,2,3,4,4,4,4,4,Caucasian (European),female,37,38,23,41,32,23,59,72,62,35
3,14,1,1,1,1,US,2,1,3,2,3,5,3,2,3,1,4,4,4,3,4,5,5,5,3,3,2,1,5,3,3,1,1,2,3,5,5,3,5,4,4,2,3,5,2,5,5,5,5,5,5,5,5,5,5,5,Caucasian (European),male,50,38,25,26,40,30,5,72,88,98
6,15,1,1,1,1,US,2,1,3,2,2,1,3,2,4,4,2,1,2,2,2,2,4,4,2,1,5,5,4,5,5,5,4,5,5,5,3,1,2,4,1,1,1,1,2,3,4,4,4,5,5,4,4,5,3,5,"Caucasian (North African, Other)",male,43,19,24,48,22,27,93,2,23,70
11,33,2,2,1,1,PH,1,3,4,2,5,2,4,3,5,3,3,3,2,4,3,3,1,2,1,3,2,3,4,4,4,5,3,2,5,5,4,5,4,2,5,3,3,3,5,5,3,2,4,2,4,5,5,2,5,5,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,37,39,32,37,25,57,37,76,34,35
3,18,1,2,1,1,US,5,5,3,5,4,4,4,3,4,5,1,3,2,3,2,4,4,5,3,5,5,4,5,4,4,2,4,3,4,3,5,5,2,5,5,5,5,5,5,5,2,3,5,4,5,5,3,2,4,4,Caucasian (European),female,37,47,42,38,32,88,42,97,62,35
3,16,1,2,1,1,US,3,3,2,2,3,3,3,4,2,3,2,2,1,1,1,3,3,2,4,1,5,4,5,5,5,5,4,5,5,3,2,2,4,1,4,2,4,4,3,4,4,4,5,4,3,4,1,4,5,5,Caucasian (European),female,39,30,28,46,20,41,85,32,16,46
3,21,1,2,1,1,US,2,4,2,2,4,3,2,4,2,2,1,3,2,3,3,2,4,4,2,3,4,4,4,4,4,3,4,2,2,3,3,3,3,3,2,2,4,4,5,3,3,2,4,4,3,4,3,3,4,4,Caucasian (European),female,34,32,27,34,27,37,23,42,42,20
11,17,1,2,1,1,US,2,3,3,3,4,4,2,2,2,1,3,2,2,3,3,4,2,3,2,3,3,5,2,3,5,1,5,3,3,3,2,3,4,3,2,3,3,3,3,3,3,5,4,5,3,4,4,2,4,4,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,38,29,26,33,27,34,20,27,42,40
3,18,1,1,1,5,US,1,1,1,1,1,2,1,1,1,1,2,2,2,1,3,1,2,2,2,2,1,2,2,2,1,2,1,2,2,3,3,1,4,2,1,1,4,2,3,2,4,4,5,5,4,5,3,4,5,4,Caucasian (European),male,43,23,11,18,19,1,1,7,13,70
3,18,1,2,1,1,US,5,2,5,5,3,2,1,4,5,5,5,5,4,4,5,5,5,5,5,5,1,2,5,2,2,2,2,2,2,5,1,1,4,3,2,1,4,4,4,3,5,5,5,2,5,5,5,5,4,5,Caucasian (European),female,46,27,37,25,48,74,5,19,98,86
3,18,1,2,2,1,US,3,5,3,4,5,5,4,4,5,4,2,4,1,3,3,3,4,5,2,3,5,5,3,2,4,4,4,4,5,3,4,5,5,5,5,5,5,5,5,4,2,4,4,5,4,5,3,3,5,5,Caucasian (European),female,40,48,42,39,30,88,48,98,54,52
3,37,1,2,1,1,AU,3,4,3,3,4,4,3,4,4,3,1,3,1,3,1,2,4,4,2,5,1,5,5,5,5,5,5,5,5,4,3,1,4,4,2,5,5,5,3,4,3,2,5,3,3,5,3,3,5,3,Caucasian (European),female,35,36,35,45,26,68,80,62,37,25
11,20,1,2,2,1,PH,2,2,3,3,5,2,2,4,4,2,1,2,1,2,1,1,4,4,1,4,5,5,5,5,4,5,4,3,5,4,4,4,5,4,5,2,5,3,5,4,3,5,5,5,5,5,5,2,5,5,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,45,41,29,45,21,45,80,83,19,81
3,17,1,1,1,5,US,2,1,2,2,1,2,1,1,1,1,4,4,3,3,5,3,4,5,3,3,4,2,3,2,4,3,5,2,2,3,2,3,4,3,3,2,3,3,2,3,5,4,3,5,3,3,5,5,4,4,Caucasian (European),male,41,28,14,30,37,4,12,23,80,58
3,18,2,2,1,1,US,1,3,2,3,2,3,1,4,4,1,1,2,1,1,2,1,2,2,1,1,4,3,4,4,3,3,3,4,4,3,5,2,4,2,2,2,4,4,4,4,4,4,5,3,5,5,4,3,4,5,Caucasian (European),female,42,33,24,35,14,27,27,47,3,64
11,13,2,2,3,2,US,3,3,2,1,2,2,3,1,5,1,1,5,1,5,2,5,1,1,3,1,1,5,2,5,5,5,1,5,5,4,3,2,4,1,1,1,1,3,5,3,2,5,3,5,3,1,4,2,5,2,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,32,24,23,38,25,23,42,10,34,13
3,40,1,2,1,1,US,1,4,2,3,3,4,2,1,2,3,2,3,3,2,3,3,4,3,3,3,4,3,5,4,2,4,2,3,3,4,3,3,4,3,2,4,3,2,1,4,5,5,4,5,4,4,5,4,4,5,Caucasian (European),female,45,29,25,34,29,30,23,27,50,81
3,18,1,2,1,5,US,5,3,4,3,3,4,5,3,4,2,1,2,1,3,3,2,3,4,2,3,5,4,4,4,4,5,4,5,5,4,2,1,4,3,1,2,4,5,5,3,3,3,4,4,4,3,4,3,5,4,Caucasian (European),female,37,30,36,44,24,71,76,32,30,35
3,33,1,2,1,2,US,3,2,2,3,2,2,4,4,3,2,2,3,1,1,3,1,1,1,3,1,4,5,4,3,4,4,4,4,3,3,3,1,3,1,1,1,3,4,2,4,3,4,5,4,4,5,4,3,5,4,Caucasian (European),female,41,23,27,38,17,37,42,7,8,58
3,19,1,2,1,2,US,3,2,4,4,3,3,3,2,3,1,4,4,3,2,5,2,3,3,2,4,4,4,4,4,4,4,4,4,2,4,4,1,3,2,1,3,2,3,4,3,4,5,5,5,3,5,5,4,4,4,Caucasian (European),female,44,26,28,38,32,41,42,16,62,75
13,13,2,1,1,1,AU,2,4,2,4,5,4,4,3,1,2,5,5,2,2,5,5,1,1,1,2,3,4,2,2,1,1,1,1,1,3,5,5,5,5,5,5,5,5,5,5,4,1,3,1,3,3,5,4,4,3,Other,male,31,50,31,19,29,53,1,99,50,10
1,20,1,3,1,2,US,1,1,1,4,2,4,1,1,5,1,4,5,1,1,1,5,5,1,4,1,5,4,2,4,4,3,2,4,4,3,2,5,5,2,1,2,5,2,4,4,4,5,5,5,3,5,2,5,5,5,Mixed Race,other,44,32,21,35,28,18,27,42,46,75
11,17,2,2,1,1,PH,3,2,3,3,4,2,3,4,4,3,1,4,1,2,2,2,2,2,2,2,4,2,3,3,3,3,3,3,3,4,4,2,4,2,2,2,3,2,3,3,5,4,5,5,5,5,4,5,4,5,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,47,27,31,31,20,53,14,19,16,90
4,23,1,1,1,2,US,2,4,3,3,5,4,2,3,3,4,3,4,3,2,3,4,4,4,4,4,5,5,4,5,5,4,5,4,5,3,4,2,4,4,4,4,4,2,3,4,5,4,4,5,4,5,5,4,4,5,Caucasian (Indian),male,45,35,33,45,35,60,80,57,74,81
3,15,1,1,2,1,US,1,1,1,1,1,2,1,1,1,1,3,4,2,2,4,5,4,4,4,3,4,2,5,4,3,3,3,3,4,3,3,2,4,3,2,2,3,4,3,3,4,5,4,4,3,3,5,4,4,4,Caucasian (European),male,40,29,11,34,35,1,23,27,74,52
3,40,1,2,1,1,GB,1,3,2,2,2,2,1,2,1,1,2,2,1,2,3,2,2,2,2,1,4,5,4,4,4,3,4,2,3,3,4,1,4,1,1,1,5,1,1,5,3,4,4,4,1,3,3,3,5,3,Caucasian (European),female,33,24,17,36,19,8,32,10,13,17
13,23,2,2,1,1,US,1,3,2,4,4,3,1,5,1,1,3,2,3,2,4,1,3,3,3,4,4,3,5,4,5,5,5,5,5,4,3,3,4,3,3,2,3,2,4,4,3,3,3,4,4,5,2,2,4,4,Other,female,34,31,25,45,28,30,80,37,46,20
1,16,2,1,3,1,MX,2,3,1,3,2,5,5,3,3,2,1,4,1,4,1,1,1,1,1,2,2,3,2,3,3,3,3,3,3,5,2,2,5,1,4,1,4,3,2,5,5,5,5,5,4,5,4,4,5,5,Mixed Race,male,47,29,29,30,17,45,12,27,8,90
3,38,1,2,1,5,US,1,1,4,1,3,1,3,1,1,1,1,3,1,3,2,1,2,3,2,3,5,5,4,5,5,5,5,5,5,3,3,3,5,3,3,1,3,5,4,4,4,2,4,3,4,3,3,3,5,3,Caucasian (European),female,34,34,17,47,21,8,90,52,19,20
11,1993,1,2,1,2,MY,3,5,3,3,3,5,3,3,4,1,2,3,1,3,2,3,2,2,2,3,1,3,4,5,4,4,3,4,4,3,2,2,3,3,4,4,3,3,3,4,3,4,5,4,4,5,4,2,5,5,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,41,31,33,35,23,60,27,37,26,58
9,23,2,1,1,5,MY,3,4,5,4,5,5,4,4,4,4,5,5,2,5,4,5,4,5,5,5,5,4,5,5,5,3,5,5,4,4,4,4,3,5,4,4,5,5,5,5,5,4,3,5,5,3,4,5,4,4,"North East Asian (Mongol, Tibetan, Korean Japanese, etc)",male,42,44,42,45,45,88,80,91,96,64
13,28,1,2,1,5,US,3,5,4,4,4,5,3,4,5,4,2,2,3,2,2,4,1,2,1,2,4,3,4,3,2,1,4,2,4,4,4,2,5,4,2,4,3,5,2,3,5,5,5,5,5,5,5,5,5,5,Other,female,50,34,41,31,21,86,14,52,19,98
3,67,1,2,1,1,US,4,5,5,1,5,5,5,2,5,5,3,3,2,4,4,2,5,5,4,5,3,3,4,3,3,2,3,4,3,5,4,4,5,5,4,5,5,5,3,5,5,4,3,3,4,4,5,4,2,4,Caucasian (European),female,38,45,42,33,37,88,20,93,80,40
11,24,2,1,1,5,US,1,1,2,1,1,1,2,1,1,1,2,3,1,2,2,4,4,4,4,2,5,5,5,5,5,5,5,5,5,5,4,2,4,5,4,5,5,4,5,5,4,4,5,4,5,5,5,5,5,5,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",male,47,43,12,50,28,2,98,89,46,90
13,18,1,3,3,2,US,3,3,4,4,3,4,4,2,2,3,4,4,2,3,4,4,4,4,4,5,5,5,4,4,5,2,5,4,4,3,4,4,5,4,4,4,4,5,4,4,4,4,5,2,4,5,4,3,5,5,Other,other,41,42,32,41,38,57,59,86,83,58
3,42,1,1,1,1,US,3,5,4,4,4,5,3,3,3,4,3,4,3,5,4,4,5,5,4,5,5,4,5,4,4,3,4,4,4,4,4,3,4,5,4,4,4,5,4,4,4,5,4,5,5,5,5,4,5,5,Caucasian (European),male,47,41,38,41,42,77,59,83,92,90
3,28,2,2,1,2,US,3,5,5,4,3,5,3,3,4,3,1,5,2,5,2,1,4,4,1,5,5,5,3,5,5,5,5,4,5,4,3,3,3,3,2,1,4,2,3,2,5,3,5,3,3,5,4,3,4,3,Caucasian (European),female,38,26,38,46,30,77,85,16,54,40
3,19,1,2,1,5,US,2,4,3,3,5,5,5,3,4,4,3,3,2,1,2,4,2,3,2,2,4,5,2,4,5,3,5,3,4,3,3,3,5,4,2,4,4,4,4,3,3,5,5,5,4,5,4,4,5,5,Caucasian (European),female,45,36,38,38,24,77,42,62,30,81
3,23,1,2,1,2,US,3,2,4,2,5,5,3,2,2,3,1,3,1,2,4,2,4,4,2,4,5,5,3,5,5,4,5,4,5,5,4,1,4,3,2,2,5,2,4,4,3,5,5,5,3,4,3,3,5,5,Caucasian (European),female,41,31,31,46,27,53,85,37,42,58
4,18,2,1,1,1,IN,3,1,2,3,4,1,2,2,4,2,4,4,4,3,4,2,3,5,5,3,4,4,4,5,1,4,2,4,5,5,2,2,4,3,2,3,2,3,3,3,4,4,5,4,3,3,4,3,4,4,Caucasian (Indian),male,38,27,24,38,37,27,42,19,80,40
3,19,1,1,1,5,US,1,4,4,3,2,4,4,1,4,2,2,3,2,2,3,3,4,5,3,3,5,5,5,5,5,5,5,4,5,3,3,5,5,5,4,4,4,4,3,4,4,5,4,5,4,5,5,2,4,3,Caucasian (European),male,41,41,29,47,30,45,90,83,54,58
13,33,1,2,1,1,US,1,2,3,2,2,2,2,1,1,1,3,2,1,2,3,1,1,2,3,3,5,4,5,5,4,5,4,3,5,3,4,5,4,5,3,5,4,4,3,4,2,3,3,3,3,5,4,1,5,2,Other,female,31,41,17,43,21,8,70,83,19,10
